severity,chain,name,kind,detail
warning,Carrabba's Italian Grill,Tiramisu Martini,atwater,"300 ккал, макросы объясняют только 203 (32%) — алкоголь или потерянный макрос"
error,Carrabba's Italian Grill,"White Wine, Glass, 6 oz",atwater,"150 ккал, макросы объясняют только 20 (87%) — алкоголь или потерянный макрос"
error,Carrabba's Italian Grill,"White Wine, Glass, 9 oz",atwater,"230 ккал, макросы объясняют только 28 (88%) — алкоголь или потерянный макрос"
error,Casey's General Store,Dr Pepper,atwater,макросы дают 904 ккал против заявленных 100 (+804%)
warning,Chick-Fil-A,6 Grilled Nuggets Kids Meal,atwater,"110 ккал, макросы объясняют только 74 (32%) — алкоголь или потерянный макрос"
warning,Chick-Fil-A,Grilled Market Salad,atwater,"210 ккал, макросы объясняют только 142 (32%) — алкоголь или потерянный макрос"
warning,Chili's,"Angry Orchard, 10 fl oz",atwater,"160 ккал, макросы объясняют только 80 (50%) — алкоголь или потерянный макрос"
warning,Chili's,"Angry Orchard, 12 fl oz",atwater,"190 ккал, макросы объясняют только 96 (49%) — алкоголь или потерянный макрос"
warning,Chili's,"Angry Orchard, 16 fl oz",atwater,"250 ккал, макросы объясняют только 128 (49%) — алкоголь или потерянный макрос"
warning,Chili's,"Angry Orchard, 22 fl oz",atwater,"350 ккал, макросы объясняют только 176 (50%) — алкоголь или потерянный макрос"
warning,Chili's,Black Barrel Cherry Margarita,atwater,"320 ккал, макросы объясняют только 200 (38%) — алкоголь или потерянный макрос"
warning,Chili's,"Blue Moon, 10 fl oz",atwater,"140 ккал, макросы объясняют только 56 (60%) — алкоголь или потерянный макрос"
warning,Chili's,"Blue Moon, 12 fl oz",atwater,"170 ккал, макросы объясняют только 64 (62%) — алкоголь или потерянный макрос"
warning,Chili's,"Blue Moon, 16 fl oz",atwater,"220 ккал, макросы объясняют только 88 (60%) — алкоголь или потерянный макрос"
warning,Chili's,"Blue Moon, 22 fl oz",atwater,"310 ккал, макросы объясняют только 116 (63%) — алкоголь или потерянный макрос"
warning,Chili's,Blueberry & Pineapple Margarita,atwater,"340 ккал, макросы объясняют только 204 (40%) — алкоголь или потерянный макрос"
warning,Chili's,"Bud Light, 10 fl oz",atwater,"90 ккал, макросы объясняют только 24 (73%) — алкоголь или потерянный макрос"
warning,Chili's,"Bud Light, 12 fl oz",atwater,"110 ккал, макросы объясняют только 32 (71%) — алкоголь или потерянный макрос"
warning,Chili's,"Bud Light, 16 fl oz",atwater,"150 ккал, макросы объясняют только 40 (73%) — алкоголь или потерянный макрос"
warning,Chili's,"Bud Light, 22 fl oz",atwater,"200 ккал, макросы объясняют только 56 (72%) — алкоголь или потерянный макрос"
warning,Chili's,"Budweiser, 10 fl oz",atwater,"120 ккал, макросы объясняют только 40 (67%) — алкоголь или потерянный макрос"
warning,Chili's,"Budweiser, 12 fl oz",atwater,"150 ккал, макросы объясняют только 48 (68%) — алкоголь или потерянный макрос"
warning,Chili's,"Budweiser, 16 fl oz",atwater,"190 ккал, макросы объясняют только 64 (66%) — алкоголь или потерянный макрос"
warning,Chili's,"Budweiser, 22 fl oz",atwater,"270 ккал, макросы объясняют только 84 (69%) — алкоголь или потерянный макрос"
error,Chili's,"Coors Light, 10 fl oz",atwater,"80 ккал, макросы объясняют только 16 (80%) — алкоголь или потерянный макрос"
error,Chili's,"Coors Light, 12 fl oz",atwater,"100 ккал, макросы объясняют только 20 (80%) — алкоголь или потерянный макрос"
error,Chili's,"Coors Light, 16 fl oz",atwater,"140 ккал, макросы объясняют только 28 (80%) — алкоголь или потерянный макрос"
error,Chili's,"Coors Light, 22 fl oz",atwater,"190 ккал, макросы объясняют только 36 (81%) — алкоголь или потерянный макрос"
warning,Chili's,"Corona Extra, 10 fl oz",atwater,"130 ккал, макросы объясняют только 52 (60%) — алкоголь или потерянный макрос"
warning,Chili's,"Corona Extra, 12 fl oz",atwater,"160 ккал, макросы объясняют только 64 (60%) — алкоголь или потерянный макрос"
warning,Chili's,"Corona Extra, 16 fl oz",atwater,"210 ккал, макросы объясняют только 88 (58%) — алкоголь или потерянный макрос"
warning,Chili's,"Corona Extra, 22 fl oz",atwater,"290 ккал, макросы объясняют только 116 (60%) — алкоголь или потерянный макрос"
error,Chili's,"Corona Light, 10 fl oz",atwater,"90 ккал, макросы объясняют только 20 (78%) — алкоголь или потерянный макрос"
error,Chili's,"Corona Light, 12 fl oz",atwater,"110 ккал, макросы объясняют только 24 (78%) — алкоголь или потерянный макрос"
error,Chili's,"Corona Light, 16 fl oz",atwater,"140 ккал, макросы объясняют только 32 (77%) — алкоголь или потерянный макрос"
error,Chili's,"Corona Light, 22 fl oz",atwater,"200 ккал, макросы объясняют только 48 (76%) — алкоголь или потерянный макрос"
warning,Chili's,"Craft Beer, 3-4% ABV, 10 fl oz",atwater,"130 ккал, макросы объясняют только 52 (60%) — алкоголь или потерянный макрос"
warning,Chili's,"Craft Beer, 3-4% ABV, 16 fl oz",atwater,"200 ккал, макросы объясняют только 84 (58%) — алкоголь или потерянный макрос"
warning,Chili's,"Craft Beer, 3-4% ABV, 22 fl oz",atwater,"280 ккал, макросы объясняют только 112 (60%) — алкоголь или потерянный макрос"
warning,Chili's,"Craft Beer, 5-7% ABV, 10 fl oz",atwater,"160 ккал, макросы объясняют только 60 (62%) — алкоголь или потерянный макрос"
warning,Chili's,"Craft Beer, 5-7% ABV, 16 fl oz",atwater,"260 ккал, макросы объясняют только 100 (62%) — алкоголь или потерянный макрос"
warning,Chili's,"Craft Beer, 5-7% ABV, 22 fl oz",atwater,"360 ккал, макросы объясняют только 136 (62%) — алкоголь или потерянный макрос"
